,Tweet_text,emotion
45,foxnews hillaryclinton realdonaldtrump woman must understand parent hood,sadness
46,#equalpay:,sadness
47,"alexvbrohannon perhaps differ because
 saw mom strong single",anger
48,moretz pushing millennials vote. mom single parent. equal pay would,sadness
49,angiet373 javachik who's gonna fight lgbtq,sadness
50,single parent head household #childpoverty,anger
51,much would economies thrive women given pay men? #thursdaythoughts #planet5050 #equalpay,sadness
52,fastcompany kevincorke real reason women don't equal,sadness
53,"foxnews hillaryclinton women get equal pay yeah
 old hag. child care parent's responsibility.paid leave betwn",sadness
54,"parent brings wage \xe2\x80\x9cpenalty\xe2\x80\x9d #women, wage \xe2\x80\x9cbonus\xe2\x80\x9d men #uk #equalpay #genderequality",sadness
55,let's stop talking it! check stay home parent income calculator: \n#equalpay,sadness
56,calculate stay home mom (or dad) salary \xe2\x80\xa6 mentioned,disgust
57,realdonaldtrump equal pay sexes-many single parent families equates poverty,sadness
58,one strike,guilt
59,un_women equal pay equal,sadness
60,"brianlehrer maternity leave parity second
 parent; equal pay; protection roe v wade. though
 people care",sadness
61,y'all want equal pay equal,sadness
62,#equalpayday equal pay fair. single parent,anger
63,"mainly making economy lower because
 single parent",sadness
64,"what
 maks women lower pay single parent homes.an fact taking lesser paying job support",sadness
65,,fear
66,dr_jsa clifford0584 silv24 kerriealdridge1 3 human rights 1. single parent 2. equal pay 3. job long hours - pick 2,sadness
67,mean equal,sadness
68,hannahfizell women us already get equal pay.,sadness
69,women sole supporting parent ..equal pay essential must,disgust
70,globally women earn 24% less men. it's time work together equal pay. #iwd2016 #planet5050,sadness
71,417_450 cerebrawl80 used mean equal,sadness
72,equal pay & parent leave,disgust
73,"women amazing treat better deserve equal pay equal work & control bodies support planned
 parent",sadness
74,realdonaldtrump lindseygraham foxnews focus focus gay rights plan parent hood equal pay,joy
75,unarose7 men aren't screaming equal pay protecting childhood innocence,anger
76,jt4congress2016 no1likewill let's get equal pay 4,sadness
77,u.s. census bureau: 12m 1 parent families,disgust
78,ft: under-30s\xe2\x80\x99 equal pay eases parent trap,sadness
79,ali_dixon money,sadness
80,i'm right you. work equal; equal work equal pay already passed. quit working fast food you're,sadness
81,caudield: equal pay women. single parent households also able enjoy economic,disgust
82,"kenny_cotton bitch what? equal pay? abolishing gender roles? keeping planned
 parent hood? things keep society equal",sadness
83,equal pay equal work?\n\nso 'living wage' single teen single parent 3 kids?\n\nlucky teen - starving,sadness
84,neo11 cspanjnky cspanwj > top gop don't want equal pay knowing single parent households growing fastest #1,sadness
85,solano county parent voices representatives equal pay wage conference parentvoicesca. great advocacy,sadness
86,"happy women
 equality day! 2015 women don't access planned parent still don't get equal pay. feminist
 important!",sadness
87,parent_voices member kamica cooper speaks need #child care #raisethewage #equalpay women's equality day,disgust
88,"#stongerca advocacy day with
 equalrightsadv mujrsunidas parent_voices western_center childcarelaw",sadness
89,women's issues aren't,sadness
90,i'd add equal pay women freedom choose parent.,sadness
91,caring,guilt
92,bobbyjindal marriage,disgust
93,many poverty women single parent households. equal,sadness
94,fact: failure act #equalpay holding american families back. parent paid unfairly entire family loses out.,sadness
95,moron jopenbc cries poor single parent families forgetting party works cut,sadness
96,gardengn0me maythewords beingofbeings slate it's hard make single parent gop continually vote equal,sadness
97,many mothers represented rouge session? call standards paid parent,disgust
98,equal pay parent stayed would feed,sadness
99,equal pay equal parenting. fortitude,disgust
100,icymi: check full video #obamatownhall equal,sadness
101,nonsense asking women heads single-parent households provide families less equal pay.,sadness
102,"fact: rick perry vetoed equal pay bill called ""nonsense."" #equalpayday",sadness
103,"jenndennard highlight companies ""get it."" who\'s recognized equal",sadness
104,never mind two-working-parent households! writer says it's feminists overreach equal pay day,sadness
105,"remember equal pay day parent forms due tomorrow $10! don't forget because
 it's gonna good time",anger
106,women need stop lazy get work $$$ instead complaining equal pay. - single parent,sadness
107,"great stuff parent & proponent #equalpay : ""what\'s kids\' wage gap? boys paid",sadness
108,#womenright #equalpay respect mothers #bmrtg #salute #parent #singlemomproblems #foodporn #ceo #thingsyouneedtoknow,anger
109,lack childcare/sick leave/equal pay (&single parent stress) led mom 2 stay abusive relationship & breakdown.,sadness
110,paid sick leave equal pay. single,sadness
111,child,disgust
112,43% single-parent homes led women living poverty. could it's 2014 & women still don't get equal,sadness
113,sinkydink course,sadness
114,"alp should
 play blanchard\xe2\x80\x99s speech young",sadness
115,income splitting help single parent,disgust
116,"blackamericaweb tjmshow spikelee why
 keep children parent healthcare 26. equal work
 equal",sadness
117,"\xe2\x80\x9 thewomensorg:bbc news -asda faces mass legal action equal pay women \xe2\x80\x9dparent/walton fam=richest corporation
",joy
118,thisweekabc,disgust
119,"hegewisch: ""it\'s v hard find job allows good parent."" paid sick",disgust
120,"ncwomenvote14 &in america are
 many single parent households headed women&should receive equal pay mentioned",sadness
121,"should
 parent trust",joy
122,kids work bonus\xe2\x80\x94it depends parent are. #letsdomore #equalpay,disgust
123,equal,sadness
124,women need equal,sadness
125,autistichoya didn't hear npr program - link? i'm parent child w/down,anger
126,"thank following #democrats #potus #hillary2016 #immigrationreform #equalpay adamsokan bill_parent"" via",fear
127,#workingfamilies good parent good worker best bottom line.,sadness
128,"ctr4dtff also you
 want make choice parent easier support equal",sadness
129,dads want equal rights job parent women can't get equal pay work outside home. what's wrong,sadness
130,rt mjwatts1983: romanoffco2014 mother single,disgust
131,fighting 'equal pay' taking money away household one parent works giving ones 2,sadness
132,support fight equal,sadness
133,proud parent union actorsequity since 1914 aea side right fair #equalpay,disgust
134,decide (which parent) may work care kids decided fairly equal,disgust
135,morgcnucci like hi mom single parent 3 kids support senate votes declined equal pay...,anger
136,"#equalpay have
 lots single parent mainly mothers choice and
 others because
 and
 d kids abandoned",anger
137,mom plan parent please let know making law equal pay bad,sadness
138,right work proponent lakevilleareaps parent forum - response.,joy
139,,sadness
140,could parent teach daughter deserve equal,disgust
141,allie_parent good topic. consider things like equal pay equal,sadness
142,murielbowser focus men many single parent households headed women? give women equal pay better,sadness
143,parent pto equal pay.,sadness
144,women deserve equal pay equal work... mother deserves day care sick child parent... dad,disgust
145,#millennial women working way equal,sadness
146,equal pay day: women get less stages life. grad-90% men's,disgust
147,a3: & cycle encouraging lower-paid parent (usually female) \xe2\x80\x9cflexible\xe2\x80\x9d (who assumed less,disgust
148,alp stand try return work parent. equal pay. maternity leave. representation,sadness
149,believe equal,sadness
150,deal issues single parent families,disgust
151,shop ralphsgrocery?,sadness
152,new thing. medwaylabour next politician saysmother childcare sentence gets lambasted use parent & equal,sadness
153,ashroffy justinbarbour \nthere,fear
154,"governorperry veto equal pay bill deplorable. many kids thanks
 grow single parent households- 36%-look",sadness
155,"billytreadway right chose one wants
",disgust
156,sljesq chefjohnny think women get equal,sadness
157,family medical leave act allows covered parent take 12 weeks unpaid leave,disgust
158,women still earn average,sadness
159,"david_cameron single parent long trackable work history never skived i'll
 work ripped #bhamcitycouncil #equalpay",sadness
160,ncoss news mailed members today... nsw blacked,guilt
161,dear,guilt
162,equal pay equal,sadness
163,"tanya_plibersek nothing safe please need government
 -restore sole parent benefit; equal pay; discrimination",sadness
164,oh look liz shaw banging people parent herald comments equal pay,guilt
165,mmoore229 equal pay 4,sadness
166,refusal preexisting cond. parent ins. till age,sadness
167,day away people!,anger
168,want equal pay govern body.too much entitled single parent gun violence advocating slut ask for?*back,sadness
169,"last night know single parent homes because
 gun violence & women need get home make dinner 5 equal pay. i'm ready",sadness
170,barackobama equal,fear
171,two parent homes help increase quality life? equal pay single mothers,disgust
172,romney talking two parent families? he's pushing away single suburban women... equal pay,sadness
173,talkmaster asked equal,sadness
174,barackobama clearly message tonight regarding equal,joy
175,question equal pay contraceptives....planned parent hood charge anything birth,sadness
176,sure planned parent hood equal pay,disgust
177,mittromney ha. you're going help women standing equal pay limiting funding planned parent hood?,sadness
178,josh mandel says jewish. acts like,sadness
179,give equal pay 4 equal work 2 women single parent home won't need much aid & spend time w/their,sadness
180,women heading many single parent,disgust
181,vote romney? 66,sadness
182,doesn't matter whether parent,anger
183,npbat barackobama gop women want equal pay? parent want equal pay support,sadness
184,women usa many kids raised single parent others 3 helped 14 others help vote equal,sadness
185,"nancyleegrahn jreakin mom single parent/divorcee & i'm youngest 4. could
 benefited",fear
186,11.7 million families us headed 1,disgust
187,08caff 's parent's company break 'equal pay act' illegal,sadness
188,"night
 poll:romney 2pts better obama w/women.? 2 women supreme",sadness
189,"state repeal ""equal pay"" law. there
 state makes single",sadness
190,notorious_qrg katbanyard sure single parent households mother led us state wisconsin repeals equal,sadness
191,watch eurofound's agnes parent thirion #ep #iwd debate equal pay equal work live,sadness
192,famouswomen lack,guilt
193,zohramoosa fawcettsociety,disgust
194,equal pay: sexism?: work use childminders (parent minders,joy
195,aimeepostle equal,sadness
196,whatever happened equal pay equal work. one parent worth $75k stay home another,sadness
197,zandperl danjosef would agree policy traded flex time less pay? still equal pay regardless parent /,sadness
198,"rescueangel2t \nwhen are
 getting equal pay & equal jobs 4 ppl. w/autism ? parent's aren't you
 getting tired supporting people
 could",sadness
199,"bmorrissey wait! re: french said: woman
 can't cd & parent time.true. ans: equal m/f work 4 equal pay ($0)",sadness
200,alexarpd done jobs. single,disgust
201,"oh no! equal pay would force ""mother"" enter workforce! #equalpay #gendergap",disgust
202,\xe2\x80\xa2my work worth equal pay\n\xe2\x80\xa2my mother's work worth equal pay\n\xe2\x80\xa2my grandmother's work worth equal,anger
203,utah goper wants everyone forget equal,sadness
204,today,anger
205,mother heaven forced heavenly home workplace passage equal pay celestial women,disgust
206,gabby5011 \nmy mother grandmother protested equal work equal pay. denied job advancement chose,disgust
207,paulaabdul 60's mother widow 2 children worked matron school& fought & won equal pay male,disgust
208,"tucknasty17 septima clark. mlk dubbed ""mother civil rights movement"" worked equal pay teachers.",sadness
209,doncheadle yea. mother's day too. next want equal pay rights dignity,sadness
210,#istrikefor,disgust
211,equal pay,sadness
212,men still complain & refuse women equal,sadness
213,happy #womensday\nas mother let's first raise strong girls & teach stand together equal,disgust
214,#iwd celebrate,fear
215,"realdonaldtrump. honor they
 mother wife. maybe sister too. work hard earn equal",anger
216,often surprised 2020 yet talk women equal,sadness
217,. #internationalwomensday every day. door hold open giving seat expecting mother equal pay/rights.,disgust
218,mom single mother making far less paid. #daywithoutawoman phlebotomist,disgust
219,mother hard working basically sole breadwinner family 8. close wage gap now. support #daywithoutawoman #equalpay,disgust
220,men: rt us. we're calling believe women's rights human rights stand us 3/8. #daywithoutawoman,sadness
221,igorvolsky theadvocatemag,sadness
222,mother & never be. i'm married & never be. 2017 - human beings america equal pay,disgust
223,utah gop chair's letter editor published today (not year 1624),joy
224,"mother member aauw 50+ years ago. ran mich. senate republican. jane ok
 moehle would riled up. #equalpay",anger
225,"isn\'t enough money equal pay ""simple""",sadness
226,vice chair one small county. still absurd.,anger
227,nkjemisin live utah. mother raised two children single parent utah. deserves equal,disgust
228,so. many. assumptions: utah goper wants everyone forget equal,sadness
229,"utah gop believes women shouldn\'t equal pay ""mother remain home raise nurture children.\xe2\x80\x9d",sadness
230,thundercunt wants everyone forget equal,sadness
231,utah goper wants everyone forget equal,sadness
232,,fear
233,utah gop chair's letter editor published today (not year 1624),joy
234,maybe could review rules capitalization third graders,disgust
235,utah gop chair's letter editor published today (not year 1624),joy
236,whet jrud poor,disgust
237,whet emilyslist womensmarch womensrightsnps really? explain gop chair even mother needs equal,sadness
238,"men ""need make enough support families & allow mother remain home raise...children.\xe2\x80\x9d ut gop chair vs. equal pay",sadness
239,utah gop chair's letter editor published today (not year 1624),joy
240,"amazing logic here: every woman ""mother"" don\'t give equal pay.",disgust
241,note basically identical economic case immigration,joy
242,mother capitalized,disgust
243,look op-ed 1917 equal pay women. isn't silly people used believe,sadness
244,can\'t get past fact keeps capitalizing,sadness
245,utah gop chair's letter editor published today (not year 1624),joy
246,,fear
247,utah gop chair's letter editor published today (not year 1624),joy
248,capitalizes mother throughout\xe2\x80\x94like,disgust
249,utah gop chair's letter editor published today (not year 1624),joy
250,kevendoo love god hope hope mother (who ideally receives equal pay) grounds,anger
251,mother single,disgust
252,utah gop chair's letter editor published today (not year 1624),joy
253,"politicalmath 65yo mother mentioned exact ""reason"" last week.it common 1950s era thought.we evolved. equal pay equal",disgust
254,holy cow. mother regressive letters! #equalpay,anger
255,utah gop chair's letter editor published today (not year 1624),joy
256,finally: don\'t need capitalize words,disgust
257,gop official: women get equal pay equal work \n\ni raised single mother w/deadbeat,sadness
258,"holy mother regressive bullshit: ""[equal pay] creates competition jobs (even men\xe2\x80\x99s jobs).""",disgust
259,wow. utah gop chair arguing equal pay bill men need support families,sadness
260,love shall remail ! equal pay woman . don't rape mother's daughter's anties ! clean crack's curve's...,anger
261,#septimapoinsetteclark #queen mother #civilrightsmovement. #equalpay,disgust
262,jaquelyndupilka equal pay equal work going make sure mother margaritarr8 davidst86977380,disgust
263,realdonaldtrump nordstrom ivanka promotes women's issues. child,disgust
264,hard working mother: think deserve equal pay \nted cruz: *chuckles* quote favorite,sadness
265,proud mother,fear
266,progress everyone.,disgust
267,harryconnickjr mother 2 boys. best thing show boys power women. understand,disgust
268,naral anneli8012 audi mother deserved equal pay.,anger
269,glad audi invested equal,sadness
270,hey audi tell daughter (and son). grandmother mother fighting equal pay since,disgust
271,mrblack_n_right mmpadellan voxdotcom abuse son saying & mother deserve equal pay & respect? divorced,disgust
272,"believe working mother, wife, sister daughter deserve equal pay, join",disgust
273,"narendramodi pmoindia #betibachaobetipadhao am
 phd army personnel's child.mother two small children#need justice",disgust
274,"senatortimscott except babies are
",anger
275,elizacollins1 usatoday mentioned voting childcare,sadness
276,msnbc want break march? ask vote childcare,sadness
277,justsanaa mother support killing unborn? get wanting equal pay,sadness
278,forget equal pay - legitimate gender equality mother/son afl,sadness
279,"foxnews professional
 life. proud working mother believe sanctity life. equal pay equal rights. yep i'm proud",anger
280,"cookiezdoe ""fighting"" for; abortions paid others; equal pay 2",sadness
281,otisoxfan mother sued class action suit equal pay....hewlett packard late 1970's .....and two decades later female,disgust
282,ericccrubio pisses see women get mad equal pay. single hard working mother hasn't said one,sadness
283,"jinsaotome second
 time. ask way? equal pay ? abortion right ? guess
 don't respect",sadness
284,raised single mother two. life would lot different women equal pay and\xe2\x80\xa6,disgust
285,#womensmarch #equalrights #equalpay allie_long alexmorgan13 carlilloyd men love mother/ sister fight.,guilt
286,"mother marched fifth
 ave equal pay. today marched",fear
287,#womensmarch every mother daughter sister aunt niece grandma deserve equal pay. it's time. don't settle anything less.,disgust
288,women already get equal,sadness
289,equal,sadness
290,"propagandaaiert joyannreid especially
 many women like mother don't help resp. father: equal",sadness
291,potus since i'm,fear
292,reproductive health,guilt
293,issues face hardest women. #futureisfemale. mother earth,disgust
294,daughter. mother. father. right unionize. equal pay equal work. right,disgust
295,rosalie abella founding mother employment equity canada #equalpay,disgust
296,canadian judge rosalie abella named global jurist year\n seanfineglobe,anger
297,djpamcma firescotch already mother's,disgust
298,dianaspatz lilyallen simonemuir81 doggywoggydooda trobinsonnewera either a)your mother worked 1963 equal pay act,sadness
299,nancyincocoa titanic_britain scottajblake4 grandmother gave equal pay mother feminist gained,sadness
300,chelseahandler successful business woman mother. fights women's rights like equal pay paid maternity leave. yeah she's,sadness
301,"girl
 get mother fucking money!!!! yes!!! yes!!! #equalpay #pussygrabsback #womensrights",sadness
302,can't believe working,anger
303,,fear
304,realdonaldtrump real feminist hard working woman mother hard work well anyone else what's equal,disgust
305,sensanders important argument pro-life movement -how society helping single,disgust
306,"sensanders mother single mother raised 7 kids herself. women
 need equal",disgust
307,mother/ daughter/ sister/ wife/ partner deserve less? so: #equalpay! #eu don't,sadness
308,men still paid vastly women average uk \xe2\x80\x93 study,sadness
309,#aldubheorshe mother always taught fairness family value - think equal pay fairness,disgust
310,chelseaclinton bad mother never paid woman equal pay...thank goodness video games play...and,anger
311,"vanbadham says every women
 story starts mother. powerful! #herstory #ausunions #equalpay",disgust
312,mother's secret dream become pediatrician. never told anyone became nurse. vanbadham #equalpay,disgust
313,every woman's story begins story,disgust
314,"6.when you
 expect equal pay",sadness
315,late 80s mother braved sexual harassment get union support equal pay women.,sadness
316,stronger focus workers rights doesn't necessarily come expense lgbtq issues antiracism efforts. they're,sadness
317,equal pay debate perpetuates myth women earn less men actuality it's mother's losing out.,sadness
318,predictably annual tweet #equalpayday provokes angry responses men. please explain highlighting issue,guilt
319,lao grown mother chanting equal rights equal,sadness
320,hope ivanka wasn't bold faced lying fight equal pay women mother's rights work,sadness
321,"internet freedom. voting rights. equal pay. mother fucking unions. democratic socialism. millions people
 risk clinton",sadness
322,,fear
323,mila,anger
324,\xe2\x80\x9cif #believe,disgust
325,mother 2 latina's...i say equal pay,sadness
326,latina's paid 54 cents every $1 earned,fear
327,financial penalty mother 4%. benefit fatherhood 6%. vote #equalpay #powherthevote,disgust
328,chelseaclinton: mother real plan college affordability ... equal pay equal work,sadness
329,"clinton equal pay women: ""this women\'s issue. you\'ve got wife mother",disgust
330,"clinton says equal pay women women's issue because
 everyone",disgust
331,,disgust
332,battle gender equality can\xe2\x80\x99t won unless men lead along women.',disgust
333,19th october year -,disgust
334,hillary stood working mother mag paid sick,anger
335,kids families passion life\xe2\x80\x94and they\'ll heart presidency.,disgust
336,sen ayotte: mother,fear
337,marco rubio said anything bad mother. think mother doesn't,disgust
338,world needs know #essexgirls campaigned,guilt
339,"biglick540 hope you
 daughter sibbling mother tell doesn't deserve equal pay thesame job",disgust
340,equal pay !!!! i'm voting carolina fayard folks.,fear
341,#tbt getting endorsed iwoneworleans summer.,sadness
342,chelsea clinton highlights mother's support raising minimum,disgust
343,mcginty ads feature,disgust
344,i'm,fear
345,\xe2\x80\x9ca woman deserves equal pay equal work. deserves baby without sacrificing job. mother...,disgust
346,means working mother white,disgust
347,hillaryclinton working mother inspires fight issues like #equalpay #paidfamilyleave:,disgust
348,gonna give equal pay single mother job like,disgust
349,wangui_b equal pay what? say mother-,sadness
350,chelsea clinton says mother advocate raising minimum wage equal work equal,sadness
351,proof mother makes woman less productive job.\n,disgust
352,\xe2\x80\x9cif #believe,disgust
353,financial penalty mother 4%. benefit fatherhood 6%. say what? time,disgust
354,janecaro mother brought understand women men equal; equal,sadness
355,#womensequalityday nothing less men.,disgust
356,father,fear
357,mr. cooper grew mother main wage earner strong supporter,disgust
358,"#equalpay means support chronically i'll
",disgust
359,amen.. women choose mother equal,sadness
360,polite request bbcnews skynews broadcasters #genderpaygap coverage,guilt
361,don't deny mother humanity equal,anger
362,gender pay gap increases woman first child. big culture shift needed! #mother #equalpay,disgust
363,him: come over\nme: can't\nhim: hard,disgust
364,\xe2\x80\x9cif #believe,disgust
365,stand equal pay equal career work? bet! watching mother multi-task 24/7 gives great,fear
366,equal pay equal work: achieve that? | mnn - mother nature network via,sadness
367,chelsea clinton received,disgust
368,suddenly black family mother works gets equal pay omg scary help,disgust
369,"disease feminist
 dangerous cancerous. it's eating away black family like virus.",disgust
370,"it\'s woman\'s issue\xe2\x80\x94it\'s family issue. you\'ve got working mother, sister partner\xe2\x80\x94it\'s issue!\xe2\x80\x94hillary equal",disgust
371,working,sadness
372,mother always taught fairness family value - think equal pay,disgust
373,"you
 think",disgust
374,trump racist womanizer. listen him! raise taxes equal pay like crooked,sadness
375,mother sister deserves equal,disgust
376,deserve mother sister deserves equal pay... #demsinphilly wrightnys56ad biggest investment jobs,disgust
377,frangeladuo sueinrockville ntxprogressive equal pay directed men: want daughter wife sister mother earn less? shame,disgust
378,truth bomb: would pay mother less father,disgust
379,,disgust
380,afford child care & paid leave women,sadness
381,someone wife sister mother consider deserving equal pay,anger
382,\xe2\x80\x9cif believe working,disgust
383,"women made less obamawh! rt: megynkelly hillaryclinton you
 believe your
 workg mother wife sistr daughter
 deserves",disgust
384,remark equal pay directed men (your working,joy
385,stand hillaryclinton believe working mother deserves equal,disgust
386,\xe2\x80\x9cif believe working,disgust
387,believe,disgust
388,"hillary clinton ""if believe",joy
389,hillaryclinton working,fear
390,tt jlac_noticias hillaryclinton: believe,disgust
391,"believe working mother, sister wife get equal pay equal work, join us hillaryclinton",disgust
392,"hillaryclinton: ""if believe working",disgust
393,yes. believe,disgust
394,"hillaryclinton: ""if believe working",disgust
395,deserve mother sister deserves equal pay... #demsinphilly wrightnys56ad biggest investment,disgust
396,"#demsinphilly ""i believe",disgust
397,"believe wife, sister, daughter, mother deserve equal pay,",disgust
398,clinton:,joy
399,believe,disgust
400,hc: 'if believe working,disgust
401,"hillaryclinton #democraticnationalconvention: ""if you
 believe wife mother daughter sister deserves equal",disgust
402,"yes, believe wife, mother, daughter, deserves equal pay equal work, join us.",anger
403,"working mother, sister, daughter deserves equal pay, join us - hillaryclinton & people with
 #disabilities",disgust
404,believe,disgust
405,join us #demsinphilly -,anger
406,\xe2\x80\x9cif believe working,disgust
407,\xe2\x80\x9cif believe working,disgust
408,"hillary clinton: ""and believe working",disgust
409,believe wife/mother/sister/daughter deserves equal pay? make happen,sadness
410,believe you're working mother daughter deserves equal pay join,disgust
411,"yes, sister, daughter, mother, deserve equal pay -- join us - hillary",disgust
412,"believe wife, mother, daughter, deserves equal pay, join us.",disgust
413,"raised single mother didn't
 equal pay. acceptable anyone that's enough",sadness
414,believe working,disgust
415,fear #gop,sadness
416,"believe working mother, wife, sister daughter deserves equal pay, join us! -",disgust
417,believe,disgust
418,"believe science. ""your",disgust
419,woman's right make health care,sadness
420,woman isn't,disgust
421,think working,disgust
422,believe working,disgust
423,believe,disgust
424,believe working mother daughter deserves equal,disgust
425,clinton: believe working,disgust
426,"believe wife, mother deserves equal pay, join",disgust
427,join us working,disgust
428,"hillaryclinton: ""if believe working",disgust
429,elconradical,anger
430,thehill chelseaclinton ask mother equal,sadness
431,thehill didn't chelsa get cozy job mother. would know equal,disgust
432,secupp protect,disgust
433,"thehill doesn't ask mother women staff don
 get equal",sadness
434,thehill ask mother woman state department given equal pay.trump championed women,disgust
435,chelseaclinton maybe first person ask #equalpay mother hillaryclinton since doesn't,sadness
436,thehill chelsea ask mother remembers 1963 equal pay act passed & election year issue.,disgust
437,thehill maybe chelsea ask mother! equal pay clinton campaign,disgust
438,miceemouse knp2bp chelsea,disgust
439,"thehill #chelseaclinton ought ask
 lyin' ass bitch mother she's hypocrite comes2 equal pay",sadness
440,chelseaclinton ask mother benghazi & wall st-emails-equal pay & racism behind scene ivankatrump realdonaldtrump,joy
441,"chelseaclinton ivankatrump donald woman equal pay working him! your
 mother foundation laundering",disgust
442,oh dear ivankatrump must say: saw one coming! #workdsnews via,guilt
443,i'm proud 3 #feminist #mother tonight #imwithher paid family leave equal pay equal rights #lovetrumpshate #americaferrera,disgust
444,apparently couple million,guilt
445,working mother im encouraged talk paid leave & equal pay 4 equal work. fought tooth & nail keep family,disgust
446,hillary supports equal pay single,sadness
447,family\'s rely mother\'s income still don\'t receive equal pay equal work... hillary gets it.,sadness
448,mother's,disgust
449,equal,sadness
450,trump going actually follow equal pay mother's,sadness
451,equal pay & working mother issues & never conservative issues. trump pulled greatest fraud yet,sadness
452,realdonaldtrump equal pay support mother instead shut out. it's shame every company us doesn't,sadness
453,"#rncincle - ""as mother three know hard work raise family. father fights equal pay""",disgust
454,#ivankatrump: father's company there're female male executives &get #equalpay -when becomes mother,disgust
455,presently torture: mother i. reason: greed terrorist oppressive fascist republicans' fear equal pay social,sadness
456,mother's day may moms still deserve #equalpay,disgust
457,hillaryclinton bettybuckley mother talked last week.,disgust
458,hillaryclinton men mother sister aunt daughter girlfriend,disgust
459,hillaryclinton mentioning equal,sadness
460,equal,sadness
461,newbloodyduck susieblues want to?,guilt
462,#hamburger prepares viciously attack #colon\n#coo #cfo #foodporn #seagull #design #equalpay #adagency #mother,fear
463,huffpostpol juliacraven working,disgust
464,#firefighters enca can't exploited mother land overseas \n\ni full support equal job=equal,sadness
465,chukaumunna angelaeagle jobs 1974. mother equal pay male,disgust
466,let's continue fight equal pay granddaughters!,anger
467,hillaryclinton what's difference child photo & ones bomb? cheat equal pay? mother cut,sadness
468,,disgust
469,"check quotes ""mother #feminism"" gloria steinem. #equalpay",fear
470,wolfie_rankin cathywilcox1,sadness
471,"#hillaryinfresno clinton equal pay: ""this women\'s issue; mother",disgust
472,raised single mother. nothing #respect,anger
473,single women make second largest homebuyer group.,sadness
474,gsd_stevb,sadness
475,"andendall your
 mother's screenshot
 check less man job 30yrs. #women <\xe2\x80\x94time you
 got equal pay! affects your
 entire",sadness
476,"someone screams equal rights equal pay and
 women
 right choose says #bernieorbust mother fucker!oh your
 fake",sadness
477,"okay
 senators",fear
478,janelane he's run paid maternity,sadness
479,mother always taught fairness family value - think equal pay fairness everyone. - mike,disgust
480,robmorroliberty annieoakey222 chelseaclinton already mother provide equal,disgust
481,mother sees hillary: someone plan improve lives american women equal pay child,disgust
482,told job go man support family. single mother,disgust
483,"retweeted mother jones motherjones):\n\nrobin wright demanded get equal pay ""house cards""\xe2\x80\x94and won....",sadness
484,"robin wright demanded get equal pay ""house cards""\xe2\x80\x94and won | mother jones",sadness
