,Tweet_text,emotion
93,mr_ian i'm saying advan future concrete messages. ex: equal pay legsltn appeals broad 'power',sadness
94,leftyd15 graaciieexo equal,sadness
95,let's use power lift children! better public schools. lift families: single payor hc! equal pay us!,sadness
96,pussy power!,joy
97,"senvivaviro bullshit. ""all women want positions high power."" hear yourself? equal",sadness
98,flynn woman equal pay u.s. don't many women positions power-power bodies take blinders,sadness
99,coming man fantasizes women fabricated child sex rings back pizza shops.,anger
100,deserve country equal pay & access health care & access legal & safe abortions. says kamalaharris we've got,disgust
101,women power make things change. need fair playing field. equal rights. equal,sadness
102,underestimate collective power women. \n#nastywoman #pussypower #equalpay\xe2\x80\xa6,disgust
103,today stand solidarity power women... equal,sadness
104,piersmorgan emasculation? asking equal pay power make health care choices emasculating?,sadness
105,"girl power says ! ""i\'m equal pay equal right/heartwarming see much",sadness
106,"gop didn't back equal pay 4 women.\ncall your
 senator & representative & demand
 equal pay.\n202-224-3121\nwe power 2 things",sadness
107,hear cry misaligned female american worker. equal pay equal work. make right. mercy power,sadness
108,bipartisanism #girl,disgust
109,batgirl schools batman equal pay. \nfight power! inauguration night protest film & sign-making party friday! free rsvp!,sadness
110,fair game: #tech power make things equal business world - via sashatalkstech #equalpay,sadness
111,paige_lewis__ version women equity: equal pay,sadness
112,people power - fight equal pay glasgow city council: \xe2\x80\xa6,sadness
113,real men don't fear woman's,sadness
114,congressman skipping inauguration marching women,guilt
115,since 1920 women power vote. 104 women congress today. yet women still missing equal pay equal work.,sadness
116,2017 started power equal pay law passed german cabinet! counting bundestag,sadness
117,time motto willwomen ever get equal pay equal work?don't guys power,sadness
118,power potential equal pay. it's,sadness
119,funny works. federated,guilt
120,laughably,sadness
121,made dagenham: 1968 strike led equal pay women. also great example power civil societies.,sadness
122,"theahmadk nihalqawasmi isn't
 difference equal",anger
123,"meet cityclubraleigh equal pay day women panel feet
 power leaders meredithcollege metlife dukeenergy january
 17",sadness
124,mikefossey mirahwood machiavellino mattytalks tiffaynay hold power us. still squawk equal,sadness
125,lacasablanca barackobama obama power 8 years done nothing latino equal,sadness
126,transparency key reaching equal pay knowledge power. learn more:,sadness
127,ypt student maya also wrote #equalpay sports! show power #girlpower:,sadness
128,hrc natgeo revival,disgust
129,bckrda gop zero power obama first two years. idiot didn't even pass equal pay equal work. why? obama,sadness
130,ldock93 realpuke,sadness
131,emmy rossum holding production shameless gets equal pay 120% exactly live girl power,sadness
132,don't deny importance social,anger
133,seanhannity let's see....the us mogynistic women power...equal pay...blah! feminists doesn't even support,sadness
134,vanessabcalder explains real barrier #equalpay & long-term earning power....,sadness
135,cathynewman get back? ehrc legal powers enforce equality act cut 70% may. that's power to.enforce equal pay,sadness
136,never underestimate power woman. called equal rights. equal pay. equal education. equal,sadness
137,,sadness
138,impact every single,anger
139,i'm proud hear emmyrossum gonna back fiona gallagher gonna get equal pay deserves! power girl!,disgust
140,2016 woman's hour power list includes barbara castle equal pay,sadness
141,noahpinion kind jobs they? mcjobs. poverty increasing. many women rising positions power? equal,sadness
142,correct i'm wrong men can't get pregnant. equal,sadness
143,"shameless' star emmy rossum demands equal pay (and more) season 8 (exclusive) \xe2\x80\xa6 via there
 yes!!",sadness
144,closing gender gap one story time. new eileen clegg; get equal,disgust
145,power people. power clubs.\n\nu.s. soccer,sadness
146,#advocate,sadness
147,ivanka trump #climate savior you\xe2\x80\x99re looking,sadness
148,power & righteousness ussoccer_wnt fighting 4 equal pay month.let's backs& shout loud 4 #equalplayequalpay,sadness
149,nhsemployers isn't foundation cash floor fair?it power change tomorrow.what happened equal pay equal,sadness
150,"\xce\x95\xcf\x84\xce\xae\xcf\x83\xce\xb9\xce\xbf \xce\xa3\xcf\x85\xce\xbd\xce\xad\xce\xb4\xcf\x81\xce\xb9\xce\xbf pes_pse pes_women ""power women"" \xce\xb8\xce\xb1 \xce\xb5\xce\xaf\xce\xbc\xce\xb1\xce\xb9 \xcf\x83\xcf\x85\xce\xbd\xcf\x84\xce\xbf\xce\xbd\xce\xb9\xcf\x83\xcf\x84\xcf\x81\xce\xb9\xce\xb1 \xcf\x83\xcf\x84\xce\xbf \xce\xa0\xce\xb1\xce\xbd\xce\xb5\xce\xbb \xce\xb3\xce\xb9\xce\xb1 \xcf\x84\xce\xb7\xce\xbd \xce\xbc\xce\xb9\xcf\x83\xce\xb8\xce\xbf\xce\xbb\xce\xbf\xce\xb3\xce\xb9\xce\xba\xce\xae \xce\xb4\xce\xb9\xce\xb1\xcf\x86\xce\xbf\xcf\x81\xce\xac #pesinprague #equalpay",sadness
151,"pes women gather prague 1.12 annual conference. full program
 #pesinprague",sadness
152,thing social workers licensed counselors lobbying power...which soon change. y'all double work equal,sadness
153,slap face people think,sadness
154,steveroggenbuck skilled labor gets steps taken get there. equal power equal,sadness
155,equal pay: remember power latina equal pay day iwpresearch watchdogsniffer,sadness
156,"krlmrxst foxnews potus dem
 100% power 2009-2011...squandered it. equal pay",sadness
157,"d__copper schip ted kennedy. come dem
 100% power never solve equal pay",sadness
158,american women abandoned battle equal pay? via,sadness
159,,anger
160,power sharing knowledge alexmorgan13 learned fighting equal pay,disgust
161,actively advocate position power equal pay equal work every single day: part,sadness
162,power pussy! #notyourpussy #powerfulwomen #wewillrise #equalrights #equalpay #dumptrump\xe2\x80\xa6,sadness
163,champagne_lefty obamacare driven premiums widely unpopular. equal pay pledge legislative,sadness
164,women deserve equal pay rights men don't wanna sacrifice power women don't want sacrifice,sadness
165,3.sure posing semi. use nude empowering need push voices govt.power seat,sadness
166,#equalpayday teresa may ashamed woman power doesn't even mention equal pay rights,sadness
167,don't get,sadness
168,"brudgethemidget ukraider164 harrietharman i'm getting labor
 time-line justifying woman's equal pay. power 13",sadness
169,equal pay plan mom's house past year power. i've paid $210 year. i'll take,disgust
170,women fight jobs equal pay even trump power,sadness
171,jamiechrist1 much that: equal,sadness
172,white men stay power.,sadness
173,we're getting conservative supreme,sadness
174,hillary clinton \nhas vote \nmy belief\nhillary clinton give women\npower equal,sadness
175,culinary political director --->,joy
176,"professional
",guilt
177,azaleah_101 equal,disgust
178,anything. deserve equal,sadness
179,replace everybody get job equal pay equal horse,sadness
180,hillaryforprez9 hillary2016pres hillaryclinton sweetie years heard equal pay done nothing. wants,sadness
181,women scale substance power necessarily surface different issues like equal pay domestic violence. #runbywomen,sadness
182,bbcworld,guilt
183,stop complaining vote. women power change stance congress. get equal pay work! rowblanchard,sadness
184,tomthunkitsmind,sadness
185,america must really,sadness
186,#momsrising remember power latina equal pay day. read blog:,sadness
187,womanism power choice equal respect me.. it's choice,sadness
188,mjb_sf,guilt
189,remember power latina equal pay day,sadness
190,long way go regarding treating women,sadness
191,night,guilt
192,malaysia 0.655 gender gap index (equal,sadness
193,women canada need laws protect us work society.\nwe need equal pay & workplace equity laws; economic freedom power.,disgust
194,inuit punk throat singer fighting protect indigenous women \n#indigenous #tairp \ tagaq,joy
195,refuse report repubs power give,sadness
196,scrooge.by bank account geezer disguise board equal pay equal horse,sadness
197,#momsrising remember power latina equal pay day. read blog:,sadness
198,\xe2\x80\x9cremember power latina equal pay day\xe2\x80\x9d farrellera & xochitloseguera,joy
199,"white nationalist barbie lady hero birth control equal pay. feminist
 work! girl
 power.",sadness
200,insightful piece,sadness
201,bail_leef ...equal,sadness
202,"kbass0007 d__copper whenever dem
 100 % power never fix things like equal pay women public education",sadness
203,men power pass equal,sadness
204,"leehayespr chriscuomo have
 wondered people
 would
 feel about
 men ones carried babies.wld women be
 okay
",sadness
205,170 years equal pay reached!! us power change stat.according report new...,sadness
206,"christianity white women are
 inferior 2 men...\nwhite men never given real power\nno equal pay\nno power",sadness
207,hx_06 susan_wilde owenjbennett reecewhayes michael_chessum there's power union. great song! really stop bashing unions ones fighting us equal,sadness
208,vote women's rights never doubt equal pay vote killory she's woman she's power,sadness
209,world economic forum global #gendergap 2016 report show #women's relative lack #political power. #equalpay,sadness
210,20 years girl power used empower new generation\n \n#whatireallyreallywant\n#equalpay,sadness
211,wgem. unless #gop voted power can't block #equalpay legislation,sadness
212,"dailycaller whenever dem
 100% power things like",sadness
213,power #equalpay,sadness
214,thousands women iceland went strike get equal pay,sadness
215,"issues like equal pay women high power taken seriously because
 women feel",disgust
216,blessed honored work many badass bitches welding wielding power tools ease. sucks reminded:,guilt
217,i'm going complex criminal trial requires sharp acuity & massive brain,sadness
218,i'm #nastygirl i'm voting #hillaryclinton i'm nasty #trumpgrope kind way. want equal,sadness
219,"tired hearing past 30yrs w/hillary because
 may job",sadness
220,"wants equal pay women...shes power 30freggin years women still don
 equal pay!!!!! liar",sadness
221,"realdonaldtrump seanhannity hrc said wants equal pay women. power 30 years
 didn't it. talk walk. vote trump.",sadness
222,#equalpay much changing power structures,sadness
223,power tuesday. thank ywboston #ywboston150 beyond equal pay,disgust
224,"power speak good wages, great benefits, fair scheduling & equal pay equal work. win paid sick leave.",sadness
225,power teachers! #theyoutheducators #equalpay,sadness
226,looks like secondary school students lot days next two months,disgust
227,"thousands asda workers proceed claims equal pay via mainline
 #people",sadness
228,vj44 says employees push #equalpay pledge asking employers. use power. read intrvu,sadness
229,*new* peek inside agenda: valerie jarrett,fear
230,hillaryclinton floridian wants hear solar power! love solar! higher wages equal pay clean energy jobs!\nstay,sadness
231,holy girl power! #equalpay #girlsrule,sadness
232,women constituting 1/2,disgust
233,we've come long,disgust
234,"power women. boggles mind still equal pay problem you
 much power decide elections",sadness
235,here's dudes voted.,anger
236,seems like waste time \n\n-can't email power point equal pay & visit bad businesses practicing equality\n,sadness
237,,anger
238,republican says women given equal pay lose $1/hr jobs power \xe2\x80\x98negotiate\xe2\x80\x99,sadness
239,question #us women is: want #woman's right,sadness
240,exclusive fivethirtyeight projection electoral college would look like women refuse vote trump.,joy
241,#gop using power grab women pu$$y decades. denied access,sadness
242,szvan collective power good bringing wannabe fascist. asking 4 equal,sadness
243,great discussion power persistence importance equal,sadness
244,rwanda achieved better gender equality changing laws,disgust
245,women want break glass ceiling. equal pay. power. influence. respect go meltdown one called,sadness
246,"#equalpay power. it\xe2\x80\x99s making sure one discriminated because
",sadness
247,don't worry emma watson. justintrudeau power women men won't picking pay,sadness
248,,anger
249,a3 data power! need educate advocate,sadness
250,equal pay advocate lilly_ledbetter addresses women,sadness
251,hillary clinton red power suit demanding equal pay fairness women music ears....,sadness
252,foxnews hotice (d) even power equal pay women back pres.,sadness
253,heck yeah equal pay. heck yeah paid family leave. heck yeah red power,sadness
254,#debate2016 hillary looks great power red. talks minimum wage & equal pay women & affordable education &,sadness
255,clinton power,sadness
256,"guarantee, finally, equal pay women. power",sadness
257,,anger
258,#hillary,sadness
259,meganinnodak bigbrotherazzi girl power officially gone far.\n\nlet's get equal pay important,sadness
260,kiss equal,sadness
261,hillaryclinton agrees- need equal pay equal work. \xe2\x80\xa6 #imwithher,sadness
262,moral story? tremendous power women supporting women.\n#empowerment #equalpay...,disgust
263,,anger
264,blacklucifer8 want simulate consumer based society? raise minimum,sadness
265,rachel johnson: call us totty\xe2\x80\xa6 give us equal pay power first,sadness
266,want paid maternity leave equal pay women think hillary establishment anything,sadness
267,always power struggle half women fighting,disgust
268,equal pay matters because... money = power + freedom #epd2016 #equalpay #feminism info -,sadness
269,power campaigning equal pay.,sadness
270,"i\'m getting t-shirt ""shrill equal pay brigade"" it. might start pop group",sadness
271,bindibear3 alisongilliland complete nonsense. another pointless commission power. equal pay equal work,sadness
272,"lrihendry scary. would great employers federal government
 could enforce equal pay act 1963. clinton power",sadness
273,57 companies committed equal pay,sadness
274,politics sports goes best goal mind like ending apartheid equal pay. get specific,sadness
275,well,disgust
276,watch potus #laborday address importance raising voice:,guilt
277,yes you're right. equal pay & giving women real power politics isn't important all. thanks correcting,sadness
278,ayeshahazarika would argue work drinks culture much important damaging proposed,disgust
279,billieo2 visitkarte certain women given power much gained enough yet. equal pay would,sadness
280,\n\xe2\x80\x9cwe power speak good,sadness
281,cnn back power equal pay 4 women pass bill say oops send us back 2 time & going 2 kinds things 4 rest,sadness
282,hermes silk scarf > power,sadness
283,cnn women need equal pay ex husbands cant use economics determine maintain power snatches.. aka,sadness
284,,sadness
285,"weren\'t born liberty, win - nye",anger
286,#equalpay women little intellect & lot power struggle. power,disgust
287,rachel johnson: call us totty... give us equal pay power first -,sadness
288,freedomdisciple yaksprat xsmalljay philliplaird equal pay equal work way be. knowledge power.,sadness
289,"da_post_man could say equal pay players... better yet women altogether. athletes so
 much power money",sadness
290,equal pay already,joy
291,happy #womensequalityday realdonaldtrump.,disgust
292,"#eranow #equalpay #womensequalityday #equalityday ""a call action",sadness
293,women's equality day!!! yes girl,disgust
294,happens adopt equal pay legislation via,anger
295,"rail rationalization
 equal pay\ntwo issues labor
 failed address power\nbecause failure secure ""consensus"" cbi",joy
296,valeriedinuzzo #equalpay2day #equalpay power,disgust
297,need women positions power. president beginning. \xe2\x80\xa6,disgust
298,use power vote! elect officials support equal,sadness
299,today equal pay day black women u.s.: ... power salary transparency,sadness
300,use power vote! elect officials support equal,sadness
301,use power vote! elect officials support equal,sadness
302,interesting look discrepancies earnings power - think? #equalpay,disgust
303,quality part-time jobs answer \xe2\x80\x98motherhood pay penalty'?,sadness
304,like girl power equal pay,sadness
305,lvers_n don't remember power half month moms. we're equal pay,sadness
306,women's first thought gender equality: equal,sadness
307,let bitch want gender equal,disgust
308,vitalvoices roomfordebate women never receive equal pay learn take power away,sadness
309,owensmith2016 would 50% women cabinet new equal pay act. mandate win power,sadness
310,power (at least) two. reco #61/87: don't spread members underrepresented,sadness
311,"hillary lot pull 30 years.her power nothing equal pay women. wants vote that's
 all!",sadness
312,women trump org.. equal pay? power positions? need,sadness
313,info treatment women. equal pay women trump org? many women power positions? defend & can't get,sadness
314,11 surefire ways #women get #power make ton #money. #business #equalpay,sadness
315,"suzanne_moore well right power something still don't equal pay 46 years
 act",sadness
316,vote drjillstein finish berniesanders started educ health jobs fair&equal pay power back people!,sadness
317,god damn berniesanders country needs you! finish,sadness
318,53% olympic team women. girl power. time 4 equal,sadness
319,seems odd trump gives hillary (a woman) power make everything wrong america won't give equal,sadness
320,,anger
321,problems inc: limited power shareholders given confusing plans vote 1 3 votes binding employee,sadness
322,demba_koyz nwaabekee playm8z anyone fight equal pay? implies someone else holds power that's,sadness
323,...undermining power international banking regimes? think obama didn't give women equal pay republican,sadness
324,onivmab respect4woman's right2do job w/o harassment.no equal pay.no autonomy body.objects4amusement. abuse power/control,sadness
325,#harassment #equalpay #feminism #sexism #abuse #workplace #power,joy
326,"affirmative
 ailes luckiest man america. donald",anger
327,cwppp fete celebrating new equal pay,anger
328,money linked 2 power. paying women less deliberate act blocks women's access 2 power & influence.,sadness
329,time millennial women,sadness
330,"i've mentioned it's big deal untuk tuntut equal pay kalau team tu power madam
",anger
331,rachel johnson: call us totty... give us equal pay power first -,sadness
332,mcurryfelidae07 lfeatherz one thing true. men top power structure certainly benefitted men. women,sadness
333,female role models pursue dominant male power positions inspire break glass,sadness
334,"energizing electingwomen event power women elected
 & connx issues",sadness
335,took advantage power employee whitehouse...equall work equal pay,sadness
336,bleu_ruby i'm equal pay women. you're imposing tax yourself. men get better bargaining,sadness
337,equal pay equal work\npower make decisions body\npaid family leave,disgust
338,"love actors & actresses talk us ""equal pay equal work"" yeah
 that\'s movie contracts star power",sadness
339,"jedediahbila you
 support trump would deport",sadness
340,rachel johnson: call us totty... give us equal pay power first -,sadness
341,ode girl power freedom live life wish. #equalpay equalpayact equalpayon hillaryclinton \n,disgust
342,thedemocrats say want equal pay women yet they've power years & haven't done anything,sadness
343,"#ywcausa national employed women speak 1951 ""never underestimate power woman"" #digywca #equalpay",disgust
344,"q: aren't
 frogs afraid night?\n\na: frogs support equal pay blacks",sadness
345,ritholtz i've always wondered maddow makes salary compared,guilt
346,billthemanhall superspacedad ...who chisel abortion,joy
347,girl power #globalgoals\n#whatireallyreallywant\neducation +equal pay equal work + end violence women,sadness
348,speaking truth,disgust
349,"ivankatrump: ""politicians talk wage",sadness
350,\xe2\x80\x9cthrough power delivered,sadness
351,support u.s. women\xe2\x80\x99s soccer players efforts acquire equal pay! girl,sadness
352,support u.s. women\xe2\x80\x99s soccer players efforts acquire equal pay! girl,sadness
353,want students future equal,sadness
354,repmcsally mygirlpoweraz didn't oppose equal pay az? doesn't seem like girl power,sadness
355,"hillaryclinton equal pay act passed 1963. long in/near position power again? you
 need issue",sadness
356,hell yes! women deserve equal pay power bodies,sadness
357,it\xe2\x80\x99s enough avoid retreating women's rights. expand,sadness
358,tomholder bonn1egreer denied equal pay representation positions power would consider,sadness
359,manx38 still 10s millions uninsured. equal pay nowhere sight. inequality corporate power getting worse. wars/mil,sadness
360,employment tribunals power order equal pay audits\n\nread more: \njoin,sadness
361,girl power! #womeninbusiness #equalpay huffpostwomen taylorswift13 womenworking \xe2\x80\xa6,disgust
362,taylor swift earned money celebrity 2016. \n\n,sadness
363,afrovii nigerian banks know well...it's equal pay depending negotiating power entry,sadness
364,"bitch power equal pay? female foreign minister cheaper 1 with
 balls &",sadness
365,#marchforera #feminist power comes educating. 79 cents 100 cents made man equal position. #equalpay,fear
366,law forces women receive equal pay lgbt get fired excessive force users penalized abuse,sadness
367,"truth spoken, power doesn\xe2\x80\x99t shift. venuseswilliams got #equalpay",joy
368,venus williams got equal pay women,sadness
369,#whatireallyreallywant equal,sadness
370,\xe3\x80\x90parity\xe3\x80\x91 #\xe8\x8b\xb1\xe5\x8d\x98\xe8\xaa\x9e\nthe state,sadness
371,bbcsport 2016. don't question equal pay women. power,sadness
372,equal pay pledge giving power movement.,sadness
373,#equalpaypledge giving power #equalpay #willworkforhchange,sadness
374,#equalpaypledge giving power #equalpay #willworkforhchange,sadness
375,rodneyormonde bsaying power 2 decide say hope play equal sets says deserve equal pay,sadness
376,pacific power & rocky mountain power updates apps paperless,sadness
377,girl,disgust
378,20 years,joy
379,,joy
380,girl power #whatireallyreallywant :,sadness
381,end violence #women -quality education girls - equal pay \xe2\x80\x9cgirl power you've never seen,sadness
382,love remake #spice girls song.fabulous #equal,sadness
383,girl power come long,sadness
384,20 years - girl power used empower new generation. proud theglobalgoals #whatireallyreallywant,disgust
385,equal pay equal work! take girl power even further.\n#whatireallyreallywant,sadness
386,girl power! educate,sadness
387,spice girls' 'wannabe' gets feminist makeover,fear
388,court appeal upholds decision ~ tribunal power stay equal pay proceedings indefinitely 2 require claimants 2 issue high,sadness
389,employment tribunal power stay equal pay claims order transfer high,sadness
390,>bud light goes full-on feminist made commercial promoting equal pay\nfeminists,sadness
391,"went pay discrimination equal pay thanks
 teamsters. union power -kangela",sadness
392,lol lag behind 1st world equal,sadness
393,rachel johnson: call us totty... give us equal pay power first -,sadness
394,empowerwomenrr: power equal pay,sadness
395,workers country given bunch elitist men power take away rights ewhd equal,sadness
396,especially well done females voted,guilt
397,power equal,sadness
398,us women fought right vote get equal pay even joined eu. eu define power us women,sadness
399,"asda stores limited
 v brierley: power stay equal pay claims :",sadness
400,equal pay claims asda: power stay claims in\nemployment,sadness
401,"hillaryclinton equal pay act passed 1963. long you
 in/near position power? need issue 2 pander? retire!",sadness
402,rachel johnson: call us totty... give us equal pay power first -,sadness
403,court appeal: employment tribunal power transfer equal pay claim high court,sadness
404,ca: et cannot use case management power rule 29 relinquish jurisdiction equal pay claims high court,sadness
405,ca: tribunal power stay equal pay claims order transfer high court #ukemplaw,sadness
406,"man's best friend? don't love male male bullying power. you
 ho ho. equal pay women mr la.",sadness
407,"pm\'s former advisor stevehiltonx says cameron\'s ""weird"" speech shows campaign losing basic",joy
408,#pokernews eve ellis: power equal pay - past,sadness
409,#hispanicwomen power equal pay: research shows white women earn 79 cents every,sadness
410,power equal,sadness
411,power women's voices #equalpay #stateofwomen #starttheconvo #uswomen2016 #workervoice listen,guilt
412,watch #periscope: power women's voices: worker voice,guilt
413,worker voice summit: power women's voices listening lily ledbetter tell story & fight equal pay! #1u #working,disgust
414,#stateofwomen loving soundtrack women power collaboration witnessing. women,disgust
415,rachel johnson: call us totty... give us equal pay power first -,sadness
416,rachel johnson: call us totty... give us equal pay power first -,sadness
417,"power purpose - ""you meant mindless"" #women #equalpay",sadness
418,jeremycorbyn\nlabour power 13 years forgot workers rights equal pay ..\nincompetent & hypocrit\neu=mass immig,sadness
419,therightmelody marshalljena thought women wanted equal pay,sadness
420,women's equal pay bullshit actors. it's charade get party,sadness
421,equal pay? nah. gender discrimination? nah. lack women positions political power? nah. wanna flash baps brighton,sadness
422,communication clarity power. 4,disgust
423,#stanfordvictim,sadness
424,girl power #equalpay,sadness
425,alexhilton look equal pay work equal value & 1983 ecj judgement uk non-compliant.,sadness
426,uklabour tim4labour equal pay something,sadness
427,"debramessing it\'s amazing women power entice ""innocent"" young rape us power get equal",sadness
428,"heynush laurenmasseron you
 really want give power tory government though?\nat least eu gives shit equal",sadness
429,msnbc equal pay women lol doesn't pay employees equal? pandering cares herself. power,sadness
430,destroying double,sadness
431,shannonjackie equal pay part social injustices too. dc women parts military power. could use,sadness
432,equal pay measures human value first number & last inherent dignity-as women never measured dignity power,sadness
433,"bnyaosi neeratanden having
 women power make congress pass bills like equal pay gender equality",sadness
434,"hollywood power house robin wright demanded equal pay role ""house cards"" - won. kevin spacy was...",sadness
435,"avriesea kita tengah sembang pasal equal pay ni. jangan distracted dgn siapa power! mia ham
 lagi",sadness
436,"adztfmrl yes that's
 meant. lain la cerita dia kalau estonia yg mintak equal pay.main bukannya power pon.us ni 3 kali menang world",sadness
437,"equal pay men women football team ni sepatutnya take
 jadi masalah kalau team tu power madam
 usa women's",anger
438,"nazrinsaad lain la cerita dia kalau negara madam
 estonia yang mintak equal pay sebab depa bukan power pon. ni us",anger
439,"labor
 janosullivantd yeah
 didn't support workers rights equal pay power! decide yeah
 truly stand want fight",sadness
440,clean power plan\xe2\x80\x94the important step equal,sadness
441,"hfa hillaryclinton long had/been near position political power? many years
 since equal pay act 1963? that's 1 9 6 3",sadness
442,bbcquestiontime go? parliament given power legislate. equal pay act passed eu,sadness
443,power #uswomenssoccerteam let's,sadness
444,"fatjoe life never easy 4 women. even 4women w/degrees-the u.s. won't pass #equalpay law. power them
 ig say get",sadness
445,robin wright fought equal pay : via makerswomen. power,sadness
446,hilary clinton supporting equal pay women! women,sadness
447,maryland\xe2\x80\x99s new equal pay law taps power transparency \n\nlast,fear
448,stop apologizing & seize,sadness
449,,sadness
450,equal pay equal work. let's encourage india's latent takent d women power. let's establish gender equality.,sadness
451,far women's cricket,guilt
452,well women certainly won't get equal pay trump becomes president republican stay power house...,sadness
453,rachel johnson: call us totty... give us equal pay power first -,sadness
